"Employer Name","CBA File","Location","Union","Expiration Date","NAICS*","#Wrkrs","Type"
"SARASOTA COUNTY SCHOOL BOARD (TEACHERS)",3276,"FL SARASOTA"," (SCTA) ","Jun 30, 2006","611110","1800","PUBLIC"
"SARASOTA, CITY OF",4505,"FL","TEAMSTERS (IBT) 173 ","Sep 30, 2025",,,"PUBLIC"
"SARASOTA, CITY OF (DRIVERS, WAREHOUSEMEN, FOOD PROCESSING)",3724,"FL","TEAMSTERS 173","Sep 30, 2022",,"300","PUBLIC"
"SARASOTA, CITY OF (FULL-TIME LUITENANTS)",3725,"FL","SOUTHWEST FLORIDA POLICE BENEVOLENT ASSOCIATION, INC. ","Sep 30, 2024",,"9","PUBLIC"
"SARASOTA, CITY OF (OFFICERS, SERGEANTS, CRIMINALISTS)",3731,"FL","POLICE ASSOCIATIONS, (IUPA) 6045","Sep 30, 2022",,"165","PUBLIC"
"SARATOGA COUNTY (BLUE & WHITE COLLAR)",3047,"NY BALLSTONS"," (AFSCME) CSEA","Dec 31, 2004","921190","850","PUBLIC"
"SARATOSA COUNTY FLORIDA SCHOOL BOARD",3646,"FL"," (SCTA) ","Jun 30, 2000","611110","1600","PUBLIC"
"SARATOSA COUNTY FLORIDA SCHOOL BOARD",3647,"FL"," (SCTA) ","Jun 30, 2003","611110","1600","PUBLIC"
"SARATOSA COUNTY FLORIDA SCHOOL BOARD",3648,"FL"," (SCTA) ","Jun 30, 1997","611110","1600","PUBLIC"
"SATELLITE SERVICES, INC.",4571,"PA","ENGINEERS, OPERATING, AFL-CIO (IUOE) 542 ","Sep 30, 2027",,"10","PRIVATE"
"SATURN CORP. (MOA)",298,"TN MI","AUTO WORKERS AFL-CIO (UAW) 531/AUTO WORKERS AFL-CIO (UAW) 810","Dec 31, 2003","336111","6900","PRIVATE"
"SATURN CORP. (SPRING HILL SITE ? GM CORPORATION )",299,"TN","AUTO WORKERS AFL-CIO (UAW) 1853","Dec 31, 2003","336111","6900","PRIVATE"
"SAUDER CUSTOM FABRICATION, INC",1798,"WA","BOILERMAKERS AFL-CIO (BBF) 83","Aug 29, 2010","316999","1000","PRIVATE"
"SAVAGE SERVICE CORPORATION",1973,"AMARILLO, TX","ENGINEERS, OPERATING, AFL-CIO (IUOE) 351","Dec 31, 2013",,,"PRIVATE"
"SBC EAST",1890,"NATIONAL","COMMUNICATIONS WORKERS AFL-CIO (CWA) 1298 CT UNION OF TEL. WKRS.","Apr 4, 2009","517110","5003","PRIVATE"
"SBC GLOBAL SERVICES",2053,"MI"," (CWA) DIST 4","Apr 11, 2015","517110","27000","PRIVATE"
"SBC MIDWEST",422,"NATIONAL"," (CWA) 4, 4034, 4319,4107, 4340, 4250, 4603, 4900","Apr 4, 2009","517110","27000","PRIVATE"
"SBM SITE SERVICES",2045,"CA","SERVICE EMPLOYEES (SEIU) 1877","Apr 30, 2012","62211",,"PRIVATE"
"SCA TISSUE",1736,"WI MENSHA"," (PACE) -","Jun 30, 2009","322121","1000","PRIVATE"
"SCHAEFER GROUP, INC., THE",2567,"OH","IRON WORKERS AFL-CIO (BSOIW) 290","May 31, 2021","333994",,"PRIVATE"
"SCHAGRIN GAS COMPANY",2253,"DE","TEAMSTERS (IBT) 326 GENERAL TEAMSTERS","Oct 9, 2017",,,"PRIVATE"
"SCHAUMBURG COMMUNITY CONSOLIDATED SCHOOL DISTRICT, BOARD OF EDUCATION",3426,"IL SCHAUMBURG"," (NEA) SEA","Jun 30, 2012","611110","1000","PUBLIC"
"SCHENCK USA",3868,"NY","COMMUNICATIONS WORKERS AFL-CIO (CWA) 81463 ","Jun 30, 2026",,,"PRIVATE"
"SCHENECTADY COUNTY (GENERAL)",3062,"NY","AFSCME/CSEA CSEA 847","Dec 31, 2002","921190","900","PUBLIC"
"SCHNEIDER ELECTRIC (OHIO PLANT)",4449,"OH","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 2287 ","Sep 15, 2024",,,"PRIVATE"
"SCHOFIELD RESIDENCE, INC. (SERVICE, MAINTENANCE, AND LPN/TECHNICAL)",3950,"NY","SERVICE EMPLOYEES (SEIU) 1199 SEIU UNITED HEALTH CARE WORKERS EAST","Oct 31, 2023",,,"PRIVATE"
"SCHOOL BOARD OF BREVARD COUNTY",3611,"FL"," (IBPAT) 1010","Jun 30, 1997",,,"PUBLIC"
"SCHOOL BOARD OF BREVARD COUNTY",3612,"FL"," (IBPAT) 1010","Jun 30, 1999",,,"PUBLIC"
"SCHOOL BOARD OF BREVARD COUNTY",3613,"FL"," (IUPAT) 1010","Jun 30, 2003",,,"PUBLIC"
"SCHOOL BOARD OF BREVARD COUNTY",3614,"FL"," (IUPAT) 1010","Jun 30, 2002",,,"PUBLIC"
"SCHOOL BOARD OF BREVARD COUNTY",3615,"FL"," (IBPAT) 1010","Jun 30, 1996",,,"PUBLIC"
"SCHOOL BOARD OF BREVARD COUNTY",3616,"FL"," (IBPAT) 1010","Jun 30, 2001",,,"PUBLIC"
"SCOTT COUNTY HIGHWAY DEPARTMENT",3794,"IL","INTERNATIONAL UNION OF OPERATING ENGINEERS 965 965","Nov 30, 2022","237310","4","PUBLIC"
"SCROLL COMPRESSORS, LLC",2418,"OH"," (CWA) (84)725","Jun 6, 2021",,,"PRIVATE"
"SEARS, ROEBUCK AND CO, MCMURRAY, PA PRODUCT REPAIR SERVICES",2129,"CHICAGO, IL"," (USW) -","Dec 31, 2016","811412",,"PRIVATE"
"SEATTLE BOILER WORKS, INC.",2366,"WA","BOILERMAKERS AFL-CIO (BBF) 104","Oct 1, 2016",,,"PRIVATE"
"SEATTLE BUILDING MAINT, METRO & QUALITY",801,"WA KING COUNTY","SERVICE EMPLOYEES (SEIU) 6","Jun 30, 2008","56172","1450","PRIVATE"
"SEATTLE CHILDREN'S HOSPITAL",1029,"WA","FOOD AND COMMERCIAL WKRS (UFCW) 21","Jan 31, 2022","621110","437","PRIVATE"
"SEATTLE CHILDREN'S THEATRE",4442,"WA","STAGE AND PICTURE OPERATORS AFL-CIO (IATSE) /STAGE AND PICTURE OPERATORS AFL-CIO (IATSE) 15 /STAGE AND PICTURE OPERATORS AFL-CIO (IATSE) 488 /STAGE AND PICTURE OPERATORS AFL-CIO (IATSE) 887 ","Jun 30, 2024",,,"PUBLIC"
"SEATTLE COMMUNITY COLLEGE DISTRICT 6 BOARD OF TRUSTEES (TEACHERS)",3382,"WA"," (AFT/SCCT) 1789","Jun 30, 2006","611210","1200","PUBLIC"
"SEATTLE PUBLIC SCHOOLS (TEACHERS & PROFESSIONALS)",3197,"WA"," (NEA) SEA","Aug 31, 2009","611110","2800","PUBLIC"
"SEATTLE SCHOOL DISTRICT 1",3516,"WA","MACHINISTS AFL-CIO (IAM) 160/MACHINISTS AFL-CIO (IAM) 289","Aug 31, 2018","821110","1000","PUBLIC"
"SEATTLE, CITY OF (FIREFIGHTERS)",2965,"WA"," (IAFF) 27","Dec 31, 2008","922160","950","PUBLIC"
"SEATTLE, CITY OF (JOINT CRAFTS - NONSUPERVISORY)",2822,"WA SEATTLE"," (VARIOUS) ","Dec 31, 2007","921190","4200","PUBLIC"
"SEATTLE, CITY OF (MUNICIPAL COURT)",4244,"WA","PROFESSIONAL & TECHNICAL EMPLOYEES LOCAL 17 (PROTEC17) /SEATTLE MUNICIPAL COURT MARSHALS GUILD /TEAMSTERS (IBT) 763 ","Dec 31, 2021",,,"PUBLIC"
"SEATTLE, CITY OF (POLICE MANAGEMENT)",2868,"WA SEATTLE"," (SPMA-I) ","Dec 31, 2006","922120","1200","PUBLIC"
"SEATTLE, CITY OF (POLICE OFFICERS)",2866,"WA SEATTLE"," (SPOG-I) ","Dec 31, 2006","922120","1150","PUBLIC"
"SEATTLE, CITY OF (PROFESSIONAL & TECHNICAL ENGINEERS)",2831,"WA SEATTLE","ENGINEERS, PROF AND TECH, AFL-CIO (PTE) 17","Dec 31, 2007","921190","2500","PUBLIC"
"SEATTLE, CITY OF (STRATEGIC ADVISOR-LEGISLATIVE)",4201,"WA","PROFESSIONAL & TECHNICAL EMPLOYEES LOCAL 17 (PROTEC17) ","Dec 31, 2021",,,"PUBLIC"
"SEATTLE, PORT OF",3469,"SEATTLE","ENGINEERS, OPERATING, AFL-CIO (IUOE) 286","May 31, 2018","23731","94","PUBLIC"
"SEATTLE, PORT OF (POLICE NON-SWORN SUPERVISORS)",4253,"WA","TEAMSTERS (IBT) 117 ","Dec 31, 2022","23731",,"PUBLIC"
"SECOND CITY",4247,"IL","MUSICIANS AFL-CIO (AFM) 10 208 ","Dec 31, 2025",,,"PRIVATE"
"SECONDARY SCHOOL SYSTEM OF THE ARCHDIOCESE OF PHILADELPHIA",865,"PA"," (ACT) -","Aug 31, 2006","56172",,"PRIVATE"
"SECURITAS SECURITY SERVICES USA, INC. (HARVARD UNIVERSITY)",4698,"MA","SERVICE EMPLOYEES (SEIU) 32 BJ MOTOR VEHICLE INSPECTORS DIVISION","Nov 15, 2020",,,"PRIVATE"
"SELAH, CITY OF  (POLICE DEPARTMENT)",3947,"WA","TEAMSTERS (IBT) 760 ","Dec 31, 2023",,,"PUBLIC"
"SELAH, CITY OF  (PUBLIC WORKS)",3916,"WA","TEAMSTERS (IBT) 760 ","Dec 31, 2023",,,"PUBLIC"
"SELGE CONSTRUCTION COMPANY, INC.",4489,"MI","CHRISTIAN LABOR UNION IND (CLA) 10 UNITED CONSTRUCTION WORKERS","Apr 30, 2027",,,"PRIVATE"
"SEMINOLE COUNTY SCHOOL BOARD (TEACHERS)",3316,"FL SANFORD"," (NEA) ","Jun 30, 2005","611110","3000","PUBLIC"
"SENECA HEALTH SERVICES, INC.",3949,"WV","SERVICE EMPLOYEES (SEIU) 1199 NUHHCE, WV/KY/OH","Jun 30, 2026",,,"PRIVATE"
"SENIOR CARE PROVIDENCE DBA PROVIDENCE PLACE",4228,"MN","SERVICE EMPLOYEES (SEIU) 113 HEALTHCARE MINNESOTA","Feb 28, 2024",,,"PRIVATE"
"SEQUIM, CITY OF  (NON-UNIFORM)",4511,"WA","TEAMSTERS (IBT) 589 ","Dec 31, 2024",,,"PUBLIC"
"SEQUIM, CITY OF (PATROL POLICE OFFICERS)",4543,"WA","TEAMSTERS (IBT) 589 ","Dec 31, 2026",,,"PUBLIC"
"SEQUIM, CITY OF (POLICE SERGEANTS)",4512,"WA","TEAMSTERS (IBT) 589 ","Dec 31, 2026",,,"PUBLIC"
"SERCO MANAGEMENT SERVICES, INC.",2002,"DC"," (ATC) -","Oct 5, 2017",,,"PRIVATE"
"SERCO MANAGEMENT SERVICES, INC.",2003,"DC"," (ATC) -","Aug 1, 2013","327213","1000","PRIVATE"
"SERVICAR OF MICHIGAN, INC",2153,"MI ROYAL OAK","TRANSIT UNION AFL-CIO (ATU) 1564","Aug 31, 2016","485210",,"PRIVATE"
"SERVICE & PARTS OPERATIONS/FLINT PROCESSING CENTER DIV. OF GEN.",1943,"MI","AUTO WORKERS AFL-CIO (UAW) 659","Jul 15, 2004","336111","3163","PRIVATE"
"SERVICE EMPLOYEES INTERNATIONAL UNION - LOCAL 500",2188,"DC"," (WBNG) 32035","Jun 30, 2016",,,"PRIVATE"
"SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 503",4695,"OR","COMMUNICATIONS WORKERS AFL-CIO (CWA) 7901 /PUBLIC EMPLOYEES REPRESENTATIVE (UNAFF) UNION -- LOCAL 5","Mar 31, 2026",,,"PRIVATE"
"SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 503",4552,"OR","COMMUNICATIONS WORKERS AFL-CIO (CWA) 7901 /PUBLIC EMPLOYEES REPRESENTATIVE (UNAFF) UNION -- LOCAL 5","Mar 31, 2024",,,"PRIVATE"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 284",4650,"MN","STEELWORKERS, AFL-CIO (USW) 11 2002 ","Mar 31, 2027",,,"PRIVATE"
"SERVICING CONTRACTORS ASSOCIATION OF GREATER DELAWARE VALLEY (SCA & LU)",1447,"PA","PLUMBERS AFL-CIO (PPF) 420","May 14, 2008","23822","1000","PRIVATE"
"SESSER VALIER COMMUNITY BOARD OF EDUCATION SCHOOL DISTRICT UNIT 196",3546,"IL","LABORERS  (LIUNA) 773","Jun 30, 2018",,,"PUBLIC"
"SEWARD, CITY OF",4033,"AK","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 1547 ","Jun 30, 2022",,"7","PUBLIC"
"SHAMRAD METAL FABRICATORS",1799,"WA","BOILERMAKERS AFL-CIO (BBF) 83","Oct 31, 2011","316999","1000","PRIVATE"
"SHAW'S SUPERMARKETS INC.",549,"CT","FOOD AND COMMERCIAL WKRS (UFCW) 371","Mar 6, 2008","445110","2500","PRIVATE"
"SHAW'S SUPERMARKETS INC. (SOUTHERN REGION)",547,"RI MA","FOOD AND COMMERCIAL WKRS (UFCW) 791 WAREHOUSE EMPLOYEES UNION","Aug 2, 2008","445110","7000","PRIVATE"
"SHAWNEE MISSION BOARD OF EDUCATION",98,"KS"," (NEA) DS 512","Jun 30, 2010","611110","1200","PRIVATE"
"SHEET METAL & AIR CONDITIONING CONTRACTORS ASSOCIATION",945,"MO KANSAS CITY"," (SMW) 2","Jun 30, 2007","23822","1050","PRIVATE"
"SHEET METAL & AIR CONDITIONING CONTRACTORS ASSOCIATION",1284,"CA"," (SMW) 104","Jun 30, 2006","23822","3000","PRIVATE"
"SHEET METAL & AIR CONDITIONING CONTRACTORS ASSOCIATION",1375,"CA LOS ANGELES"," (SMW) 105","Jun 30, 2007","23822","2000","PRIVATE"
"SHEET METAL & AIR CONDITIONING CONTRACTORS ASSOCIATION",1555,"MI DETROIT"," (SMW) 80","May 31, 2004","23822","1250","PRIVATE"
"SHEET METAL & AIR CONDITIONING CONTRACTORS ASSOCIATION",1630,"WI MILWAUKEE"," (SMW) 18","May 31, 2004","23822","750","PRIVATE"
"SHEET METAL & AIR CONDITIONING CONTRACTORS ASSOCIATION OF NYC",1373,"NY"," (SMW) 28","Jul 31, 2009","23822","2000","PRIVATE"
"SHEET METAL & AIR CONDITIONING CONTRACTORS ASSOCIATION OF NYC",1374,"NY NEW YORK"," (SMW) 28","Jun 29, 5","23822","2000","PRIVATE"
"SHEET METAL & AIR CONDITIONING CONTRACTORS ASSOCIATION OF PHILADELPHIA",1370,"PA"," (SMW) 19","Apr 30, 2016","23822","2000","PRIVATE"
"SHEET METAL & AIR CONDITIONING CONTRACTORS NATIONAL ASSOCIATION",1296,"MO ST LOUIS"," (SMW) 36","Jul 31, 2006","23822","1500","PRIVATE"
"SHEET METAL AND AIR CONDITIONING APPRENTICESHIP AND JOURNEYMAN TRAINING FUND OF SAN DIEGO",1133,"CA","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 537","Jul 31, 2022",,,"PRIVATE"
"SHEET METAL CONTRACTORS ASSOCIATION",1458,"PENNSYLVANIA"," (SMWIA) 19","May 31, 2013",,,"PRIVATE"
"SHEET METAL CONTRACTORS ASSOCIATION OF CENTRAL PA-18 CTYS",1457,"PA CENTRAL"," (SMW) 19","May 31, 2004","23822","1000","PRIVATE"
"SHEET METAL CONTRACTORS ASSOCIATION OF DC",1592,"DC WASHINGTON"," (SMW) 100","Jun 30, 2006","23822","1000","PRIVATE"
"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS LOCAL 1",4653,"IL","TEAMSTERS (IBT) 627 ","Dec 31, 2026",,,"PRIVATE"
"SHELLHORN & HILL, INC.",2232,"DE","TEAMSTERS (IBT) 326 GENERAL TEAMSTERS","Jun 30, 2017",,,"PRIVATE"
"SHELLHORN & HILL. INC. (DRIVERS)",2259,"DE","TEAMSTERS (IBT) 326 GENERAL TEAMSTERS","Jul 31, 2017",,,"PRIVATE"
"SHERATON UNIVERSAL HOTEL",3864,"CA","UNITE HERE  (UNITHE) 11 ","Nov 30, 2018",,,"PRIVATE"
"SHERMAN, VILLAGE OF",3934,"IL","TEAMSTERS (IBT) 916 ","Apr 30, 2023",,,"PUBLIC"
"SHIELD SERVICES, LLC. - DEA ALLIANCE AIRPORT (NON SUPERVISORY SECURITY GUARD)",3684,"TX","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 4873 ","Jul 31, 2014",,,"PRIVATE"
"SHIELD SERVICES, LLC. (PROTECTIVE SECURITY OFFICERS, DEA SECURITY OFFICERS)",3685,"MN"," (UGSOA) 80","Sep 30, 2014",,,"PRIVATE"
"SHIFT TRANSIT, LLC",4727,"IL","TRANSPORT WORKERS AFL-CIO (TWU) 320 ","Jun 2, 2025",,,"PRIVATE"
"SHOP RITE BUONADONNA",1985,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Dec 31, 2016","445110","2200","PRIVATE"
"SHOP RITE DIV OF ZALLIE SUPERMARKETS INC.",563,"NJ","FOOD AND COMMERCIAL WKRS (UFCW) 1360","Apr 30, 2005","445110","1050","PRIVATE"
"SHOP RITE SUPERMARKETS (MEAT, POULTRY, DELI)",614,"NJ NY","FOOD AND COMMERCIAL WKRS (UFCW) 464 A","Aug 18, 2007","445110","3950","PRIVATE"
"SHOP RITE SUPERMARKETS (MLTK & KMLT, LLC)",2066,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Aug 6, 2016","445110","1500","PRIVATE"
"SHOP RITE SUPERMARKETS (MOA)",676,"NJ NY","FOOD AND COMMERCIAL WKRS (UFCW) 1262","Apr 18, 2009","445110","17000","PRIVATE"
"SHOP RITE SUPERMARKETS GLASS GARDENS",2065,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Jul 23, 2016","445110","1500","PRIVATE"
"SHOPPERS FOOD WAREHOUSE",559,"MD","FOOD AND COMMERCIAL WKRS (UFCW) 400","Jul 7, 2012","445110","1850","PRIVATE"
"SHOPPERS FOOD WAREHOUSE",685,"DC MD VA","FOOD AND COMMERCIAL WKRS (UFCW) 400","Jul 5, 2008","445110","3400","PRIVATE"
"SHOPRITE (NY CITY & 5 COUNTYS)",641,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Sep 23, 2010","445110","2000","PRIVATE"
"SHOPRITE (NY CITY & 5 COUNTYS)",642,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Aug 6, 2016","445110","2000","PRIVATE"
"SHOPRITE (NY CITY & 5 COUNTYS)",643,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Sep 30, 2006","445110","2000","PRIVATE"
"SIEGFRIED USA, LLC.",2538,"NJ","TEAMSTERS (IBT) 676","Jan 17, 2022","325412","82","PRIVATE"
"SIGNATORY CONTRACTORS",1272,"12 WSTRN STATES","BOILERMAKERS AFL-CIO (BBF) 101/BOILERMAKERS AFL-CIO (BBF) 11","Sep 30, 2004","23892","3000","PRIVATE"
"SIGNATORY CONTRACTORS",1279,"FL GA+7 STATES"," (BBF) -","Jul 31, 2003","23622","4900","PRIVATE"
"SIGNATORY EMPLOYERS HERETO",1810,"U.S."," (BBF) -","Oct 31, 2013","23890","1000","PRIVATE"
"SIGNATORY REFRACTORY CONTRACTORS",4477,"CO","BRICKLAYERS AFL-CIO (BAC) 7 /BRICKLAYERS AFL-CIO (BAC) 7 COLORADO","Apr 30, 2027",,,"PRIVATE"
"SIGNATURE CONDOMINIUMS, LLC",2341,"NV"," (CWU) 226","May 31, 2019",,,"PRIVATE"
"SIL-BASE COMPANY",2120,"PA","STEELWORKERS, AFL-CIO (USW) 10 5852 S","Sep 14, 2017","334111",,"PRIVATE"
"SIMPSON TACOMA KRAFT COMPANY, LLC",2436,"WA"," (BCTD) PIERCE COUNTY","Aug 31, 2017",,,"PRIVATE"
"SINGER EQUIPMENT COMPANY",1126,"PA","TEAMSTERS (IBT) 429","Aug 24, 2024","423440","70","PRIVATE"
"SIOUX FALLS SCHOOL DISTRICT 49-5 (TEACHERS)",3350,"SD SIOUX FALLS"," (NEA) ","Jun 30, 2008","611110","1440","PUBLIC"
"SIOUX FALLS SCHOOL DISTRICT 49-5, SCHOOL BOARD",3351,"SD"," (NEA) DISTRICT 49-5","Jun 30, 2013","611110","1440","PUBLIC"
"SITE IMPROVEMENT ASSOCIATION",1434,"MO ST LOUIS","LABORERS  (LIUNA) 110/LABORERS  (LIUNA) 42","Mar 1, 2004","23891","4300","PRIVATE"
"SKF AEROENGINE NORTH AMERICA (FALCONER PLANT)",4364,"NY","AUTO WORKERS AFL-CIO (UAW) 338 ","Oct 18, 2025",,"300","PRIVATE"
"SKOLD COMMERCIAL CONTRACTING",4400,"IA","BRICKLAYERS AFL-CIO (BAC) 3 IOWA","Apr 30, 2026",,,"PRIVATE"
"SKY LEASE I, INC",2424,"NC"," (SLPA) ","Dec 31, 2017",,,"PRIVATE"
"SMACNA- WESTERN WASHINGTON, INC.",1016,"WA"," (SMW) 66","May 31, 2009","23822","3000","PRIVATE"
"SMACNA-WESTERN WASHINGTON, INC.",1014,"WA WESTERN"," (SMW) 66","May 31, 2004","23822","3000","PRIVATE"
"SMACNA-WESTERN WASHINGTON, INC.",1015,"WA WESTERN"," (SMW) 66","May 31, 2012","23822","3000","PRIVATE"
"SMARCA INC METRO AREA DIV (COMML METRO)",1412,"MN"," (SMW) 10","Apr 30, 2006","23822","3000","PRIVATE"
"SMG",3741,"VIRGINIA","STAGE AND PICTURE OPERATORS AFL-CIO (IATSE) 87 ","Jun 30, 2021",,,"PRIVATE"
"SMG",4351,"IN","TEAMSTERS (IBT) 364 ","Dec 31, 2025",,"4","PRIVATE"
"SMITH FOOD & DRUG CENTERS INC.",2024,"WY"," (UFCW) 7","Jul 26, 2014","445110","2000","PRIVATE"
"SMITHFIELD PACKING COMPANY, INC.",917,"VA SMITHFIELD","LABORERS  (LIUNA) 1046","Jun 30, 2006","311611","1500","PRIVATE"
"SNC MANUFACTURING COMPANY, INC.",4179,"WI","AUTO WORKERS AFL-CIO (UAW) 2132 ","Sep 9, 2025","334419",,"PRIVATE"
"SNE ENTERPRISES INC",109,"WI MOSINEE"," (UBC) 1594","Dec 9, 2007","321911","1000","PRIVATE"
"SNOHOMISH COUNTY (CORRECTIONS SERGEANTS AND LIEUTENANTS)",3915,"WA","TEAMSTERS (IBT) 763 ","Dec 31, 2014",,,"PUBLIC"
"SNOQUALMIE, CITY OF (FIRE DEPARTMENT)",4269,"WA","FIRE FIGHTERS AFL-CIO (IAFF) ","Dec 31, 2025",,,"PUBLIC"
"SNOQUALMIE, CITY OF (FIRE DEPARTMENT)",4308,"WA","PUBLIC, PROFESSIONAL, & OFFICE-CLERICAL EMPLOYEES AND DRIVERS 763","Dec 31, 2022",,,"PUBLIC"
"SNOQUALMIE, CITY OF (LAW ENFORCEMENT)",4270,"WA","SNOQUALMIE POLICE ASSOCIATION ","Dec 31, 2023",,,"PUBLIC"
"SNOQUALMIE, CITY OF (PUBLIC WORKS / IT)",4752,"WA","PUBLIC, PROFESSIONAL, & OFFICE-CLERICAL EMPLOYEES AND DRIVERS 763/TEAMSTERS (IBT) 763 ","Dec 31, 2021",,,"PUBLIC"
"SNOQUALMIE, CITY OF (WASTEWATER / PARKS)",4268,"WA","PUBLIC, PROFESSIONAL, & OFFICE-CLERICAL EMPLOYEES AND DRIVERS 763","Dec 31, 2026",,,"PUBLIC"
"SOCIETY OF PROFESSIONAL ENGINEERING EMPLOYEES IN AEROSPACE (SPEEA)",3870,"WA","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 8 /PUBLIC, PROFESSIONAL, & OFFICE-CLERICAL EMPLOYEES AND DRIVERS 763","Jun 30, 2023",,,"PRIVATE"
"SOLAR COMPOUNDS CORPORATION",870,"NJ","STEELWORKERS, AFL-CIO (USW) 4 397","Jul 31, 2021",,"20","PRIVATE"
"SOLAR TURBINES INC.",328,"CA SAN DIEGO","MACHINISTS AFL-CIO (IAM) 389","May 29, 2005","336412","1300","PRIVATE"
"SOLIDARITY CENTER",2189,"DC"," (WBNG) 32035","Sep 25, 2016",,,"PRIVATE"
"SOLUTIA CHEMICAL COMPANY (INDIAN ORCHARD PLANT)",3981,"MA","FOOD AND COMMERCIAL WKRS (UFCW) 414 C ","Sep 30, 2020",,,"PRIVATE"
"SOLVANG, CITY OF",4188,"CA","TEAMSTERS (IBT) 986 ","Jul 31, 2023",,,"PUBLIC"
"SOMERVILLE SCHOOL COMMITTEE",4562,"MA","AUTO WORKERS AFL-CIO (UAW) 1596 ","Jun 30, 2024",,,"PUBLIC"
"SONOMA COUNTY AND RELATED AGENCIES (GENERAL UNIT)",2980,"CA SONOMA CNTY","SERVICE EMPLOYEES (SEIU) 707 SONOMA CTY PUBLIC/PRIVATE EMPLS","Jun 30, 2008","921190","2355","PUBLIC"
"SONOMA COUNTY CA (GENERAL UNIT)",3072,"CA SONOMA CNTY","SERVICE EMPLOYEES (SEIU) 707 SONOMA CTY PUBLIC/PRIVATE EMPLS","Jun 30, 2008","921190","2000","PUBLIC"
"SONYMA: STATE OF NEW YORK MORTGAGE AGENCY",1930,"NY"," (UAW) 2110","Apr 30, 2011","813319","2771","PRIVATE"
"SOUTH BEND COMMUNITY SCHOOL CORP (TEACHERS)",3260,"IN SOUTH BEND"," (NEA) ","Aug 15, 2005",,,"PUBLIC"
"SOUTH DAKOTA BOARD OF REGENTS STATE COLLEGES (TEACHERS)",2783,"SD PIERRE"," (NEA) ","Jun 30, 2008","611310","1150","PUBLIC"
"SOUTH FLORIDA, UNIVERSITY BOARD OF TRUSTEES (GRAD ASSISTS)",2715,"FL TAMPA BAY"," (UFF) ","Jun 30, 2007","611310","1296","PUBLIC"
"SOUTH LAKE TAHOE, CITY OF (ADMINISTRATIVE)",4061,"CA","INTERNATIONAL UNION OF OPERATING ENGINEERS (IUOE) 39","Sep 30, 2023",,,"PUBLIC"
"SOUTH LAKE TAHOE, CITY OF (GENERAL PUBLIC WORKS)",4062,"CA","INTERNATIONAL UNION OF OPERATING ENGINEERS (IUOE) 39","Sep 30, 2023",,,"PUBLIC"
"SOUTH LAKE TAHOE, CITY OF (NON-SWORN POLICE)",4793,"CA","SOUTH LAKE TAHOE POLICE ASSOCIATION ","Sep 30, 2023",,,"PUBLIC"
"SOUTH LYON COMMUNITY SCHOOLS (MECHANICS)",4060,"MI","ENGINEERS, OPERATING, AFL-CIO (IUOE) 324 ","Aug 31, 2023",,,"PUBLIC"
"SOUTH LYON COMMUNITY SCHOOLS (MECHANICS)",4064,"MI","ENGINEERS, OPERATING, AFL-CIO (IUOE) 324 ","Aug 31, 2023",,,"PUBLIC"
"SOUTHEAST AREA TRANSIT DISTRICT (SEAT)",4663,"CT","TRANSIT UNION AFL-CIO (ATU) /TRANSIT UNION AFL-CIO (ATU) 1209","Jun 30, 2027","485113","74","PUBLIC"
"SOUTHEAST MISSOURI CONTRACTORS' ASSOCIATION",2240,"MO","LABORERS  (LIUNA) 1104/LABORERS  (LIUNA) 916","Feb 28, 2006",,,"PRIVATE"
"SOUTHEASTERN MICHIGAN CHAPTER NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION INC.",1316,"MI","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 58","Jun 26, 2004",,,"PRIVATE"
"SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY",3439,"PA PHILADELPHIA","TRANSPORT WORKERS AFL-CIO (TWU) 234","Mar 14, 2005","485111","4700","PUBLIC"
"SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY",3440,"PA","TRANSPORT WORKERS AFL-CIO (TWU) 234","Mar 14, 2009","485111","4700","PUBLIC"
